PR number,label
26257,area: X86
26257,area: API
26258,area: X86
26260,area: X86
26260,area: Devicetree
26260,area: API
26261,area: Documentation
26262,area: Boards
26262,area: Documentation
26268,area: Kernel
26268,area: Tests
26269,area: SPI
26269,area: Sensors
26269,area: API
26270,area: Samples
26273,area: Timer
26273,platform: STM32
26274,area: Devicetree
26274,platform: nRF
26276,Enhancement
26276,area: ARM
26276,area: API
26277,area: Bluetooth
26277,area: API
26282,area: Devicetree
26282,platform: STM32
26283,area: Kernel
26283,area: Networking
26283,area: Documentation
26283,area: Tests
26283,area: API
26283,area: Userspace
26286,area: Kernel
26286,area: API
26286,Stale
26287,bug
26287,area: Drivers
26287,area: USB
26287,platform: Microchip SAM
26288,area: Drivers
26288,area: USB
26288,platform: Microchip SAM
26289,Enhancement
26289,area: ARM
26289,area: Kconfig
26292,area: API
26293,area: API
26297,area: Kernel
26297,area: Boards
26297,area: Documentation
26297,area: RISCV
26297,area: Devicetree
26297,area: Timer
26297,area: Tests
26297,area: Devicetree Binding
26298,area: Samples
26299,area: Tests
26299,area: API
26299,DNM
26299,area: Modules
26299,Stale
26300,bug
26300,area: Bluetooth
26301,bug
26301,area: Bluetooth
26301,Stale
26304,area: Bluetooth
26304,area: Tests
26304,DNM
26304,Stale
26305,area: C Library
26305,area: Documentation
26305,area: File System
26305,area: Samples
26305,area: Tests
26305,area: native port
26305,area: API
26305,area: POSIX
26305,area: Settings
26305,Stable API Change
26309,area: Boards
26309,area: Documentation
26309,area: Devicetree
26309,platform: STM32
26309,Stale
26310,area: Tests
26310,area: API
26311,area: Networking
26311,area: Samples
26314,area: Boards
26316,area: Networking
26316,area: Samples
26316,area: Modules
26319,Stale
26321,area: Boards
26321,platform: STM32
26322,area: Boards
26322,platform: STM32
26323,area: Boards
26323,area: Documentation
26323,area: Devicetree
26323,area: Shields
26326,area: Networking
26327,bug
26327,area: Boards
26327,Coverity
26327,area: native port
26328,area: Kernel
26328,area: Tests
26328,Hotfix
26329,Enhancement
26329,area: Boards
26329,area: Console
26329,area: Timer
26329,area: native port
26329,area: API
26329,area: POSIX
26329,Stale
26331,area: Tests
26331,area: API
26331,Stale
26332,area: Boards
26332,area: Documentation
26332,area: Devicetree
26332,area: Tests
26334,area: CAN
26334,Trivial
26335,Enhancement
26335,platform: nRF
26336,area: USB
26336,area: Samples
26338,area: Bluetooth
26338,area: Tests
26339,area: Networking
26339,area: Tests
26339,area: native port
26341,area: Bluetooth
26341,area: Tests
26341,area: Bluetooth Mesh
26341,area: Bluetooth Qualification
26342,area: Kernel
26342,area: I2C
26342,area: Sensors
26342,area: Documentation
26342,area: Shell
26342,area: Tests
26342,area: API
26344,area: Sensors
26347,area: Devicetree
26347,Trivial
26347,area: Devicetree Binding
26348,area: Boards
26348,area: Documentation
26348,area: Devicetree
26348,platform: STM32
26349,area: Networking
26349,area: API
26350,area: Boards
26350,area: Documentation
26350,area: Samples
26350,area: Devicetree
26350,platform: nRF
26350,Release Notes
26351,Stale
26364,area: Tests
26365,area: Build System
26366,area: Documentation
26366,area: Power Management
26366,area: API
26366,DNM
26366,has-conflicts
26366,Stale
26367,area: Bluetooth
26367,area: API
26368,area: MCUBoot
26368,area: Modules
26370,area: Networking
26370,area: LWM2M
26371,area: SPI
26371,area: Documentation
26371,area: Samples
26371,area: Devicetree
26371,platform: NXP
26371,area: Modules
26373,area: Bluetooth
26373,area: API
26374,bug
26374,area: Bluetooth
26375,bug
26375,priority: low
26375,area: USB
26375,area: Samples
26375,area: Flash
26375,RFC
26376,area: Devicetree
26376,area: API
26376,area: Devicetree Binding
26379,bug
26379,area: Bluetooth
26379,Trivial
26379,area: Bluetooth Mesh
26382,area: Kernel
26382,area: Bluetooth
26382,area: Boards
26382,area: Documentation
26382,area: Samples
26382,area: Tests
26382,area: Sanitycheck
26386,area: Boards
26386,platform: STM32
26387,area: Networking
26388,area: Documentation
26388,area: Samples
26388,area: Devicetree
26388,area: Timer
26388,area: Tests
26388,area: API
26388,dev-review
26389,bug
26389,area: Devicetree
26389,area: CAN
26389,area: Modules
26390,area: Kernel
26390,area: Tests
26394,area: Boards
26395,area: Debugging
26395,area: Flashing
26395,area: West
26396,area: Documentation
26396,Trivial
26398,area: Devicetree
26398,area: Storage
26399,bug
26399,area: EEPROM
26401,area: Logging
26402,area: Bluetooth
26404,area: Bluetooth
26405,bug
26405,area: Drivers
26405,area: Boards
26405,area: Samples
26405,area: Flash
26405,area: Tests
26405,area: Sanitycheck
26408,area: File System
26408,area: Tests
26411,bug
26411,area: Networking
26411,area: WiFi
26412,Trivial
26414,area: Kernel
26414,area: ARM
26414,area: Documentation
26414,area: Devicetree
26414,area: Tests
26414,area: API
26414,Maintainer
26414,Release Notes
26414,area: Modules
26416,area: Boards
26416,area: Devicetree
26417,area: Boards
26417,area: Devicetree
26417,platform: STM32
26418,area: API
26420,area: File System
26421,area: Bluetooth
26422,area: Bluetooth
26425,area: File System
26425,area: Modules
26426,area: UART
26426,area: Documentation
26426,platform: NXP
26426,area: API
26426,platform: SiLabs
26426,Stable API Change
26429,area: Sanitycheck
26430,Hotfix
26430,area: Modules
26431,area: Bluetooth
26432,area: Samples
26432,area: LoRa
26432,area: Minimal libc
26433,area: Shell
26433,area: LoRa
26436,area: Networking
26437,area: Bluetooth
26437,area: UART
26437,area: Boards
26437,area: Samples
26439,area: Boards
26439,has-conflicts
26440,area: API
26441,area: Bluetooth
26441,area: Shell
26442,area: Bluetooth
26444,area: Bluetooth
26444,platform: nRF
26445,area: Bluetooth
26445,area: UART
26445,area: Samples
26446,area: Networking
26446,area: Samples
26446,area: Modules
26447,bug
26447,area: Bluetooth
26447,area: Networking
26447,area: Documentation
26447,area: Samples
26447,area: mcumgr
26448,area: Networking
26448,area: LWM2M
26449,area: Build System
26449,Stale
26451,area: Bluetooth
26451,area: Tests
26451,area: API
26452,area: Tests
26453,area: Tests
26453,Hotfix
26456,area: Tests
26458,area: API
26459,area: Debugging
26459,area: Flashing
26459,area: West
26459,Trivial
26461,area: Modules
26462,area: I2C
26462,area: Sensors
26463,platform: STM32
26463,area: Modules
26464,area: Boards
26464,platform: STM32
26464,area: Clock Control
26465,area: Bluetooth
26468,area: Bluetooth
26468,area: API
26469,bug
26469,area: Flash
26469,Trivial
26470,area: Bluetooth
26471,bug
26471,area: Kernel
26471,platform: nRF
26471,area: Tests
26472,bug
26472,area: Drivers
26472,area: Flash
26472,Trivial
26473,area: Boards
26474,area: Tests
26474,area: POSIX
26474,Stale
26479,area: Bluetooth
26479,area: Tests
26480,Hotfix
26481,bug
26481,area: Bluetooth
26481,Regression
26482,Trivial
26483,area: Boards
26483,area: Documentation
26483,area: Xtensa
26483,area: Devicetree
26484,area: Boards
26484,area: Devicetree
26484,area: Tests
26484,area: native port
26484,area: API
26484,area: Devicetree Binding
26485,area: Boards
26485,area: Documentation
26485,area: Devicetree
26485,platform: Microchip SAM
26487,area: Tests
26489,area: Boards
26489,area: Documentation
26489,platform: NXP
26490,area: Kernel
26490,area: Tests
26493,area: Boards
26493,platform: NXP
26496,bug
26496,area: Networking
26497,area: Kernel
26497,area: Tests
26498,bug
26498,area: Networking
26502,area: Documentation
26503,area: Samples
26504,area: SPI
26504,area: Devicetree
26504,platform: NXP
26504,area: Devicetree Binding
26507,area: Bluetooth
26507,area: Tests
26507,DNM
26510,area: Boards
26510,area: Flashing
26510,platform: Microchip SAM
26511,Hotfix
26514,area: Boards
26514,area: Devicetree
26514,platform: STM32
26516,area: Documentation
26516,area: Samples
26516,area: Devicetree
26516,area: Tests
26516,area: API
26516,area: Devicetree Binding
26517,area: Drivers
26517,area: UART
26517,platform: NXP
26520,area: Networking
26520,area: LWM2M
26521,area: Watchdog
26521,area: Tests
26523,Hotfix
26526,area: Networking
26528,area: Boards
26528,area: Devicetree
26528,platform: NXP
26528,Stale
26530,area: Networking
26530,area: Tests
26530,Coverity
26530,Trivial
26531,bug
26531,area: Kernel
26531,area: Documentation
26532,area: Networking
26534,area: Drivers
26534,area: Tests
26534,area: native port
26535,bug
26535,area: Drivers
26535,area: GPIO
26535,platform: nRF
26537,area: Networking
26537,area: API
26538,area: Networking
26538,area: API
26539,platform: NXP
26539,area: Disk Access
26540,area: API
26543,area: Sanitycheck
26544,area: Networking
26545,area: Kernel
26545,area: Build System
26545,area: ARM
26545,area: Boards
26545,area: C Library
26545,area: Documentation
26545,area: RISCV
26545,area: Tests
26545,area: API
26545,Stale
26546,area: Networking
26547,area: Sanitycheck
26547,Hotfix
26548,bug
26548,area: Networking
26548,area: API
26549,bug
26549,area: Tests
26549,Trivial
26550,bug
26552,area: Networking
26552,area: API
26553,area: Sanitycheck
26556,area: UART
26556,platform: nRF
26557,area: Documentation
26558,bug
26558,priority: low
26558,area: Logging
26558,area: API
26559,area: Bluetooth
26560,area: Bluetooth
26561,area: Bluetooth
26562,area: Bluetooth
26563,bug
26563,area: Drivers
26563,area: UART
26563,platform: nRF
26564,area: Networking
26566,area: Boards
26566,area: Documentation
26566,area: Devicetree
26566,area: Devicetree Binding
26567,area: Networking
26567,area: LWM2M
26570,area: Tests
26571,area: Networking
26571,area: LWM2M
26572,area: Tests
26574,area: Networking
26574,area: API
26574,area: LWM2M
26576,area: Networking
26576,area: Samples
26577,area: Devicetree
26577,Stale
26578,area: Boards
26578,area: Documentation
26578,area: Devicetree
26578,platform: Microchip SAM
26579,area: Bluetooth
26579,area: API
26580,area: Documentation
26580,area: Power Management
26580,area: Samples
26580,platform: nRF
26583,area: Devicetree
26583,area: Devicetree Binding
26590,area: CAN
26590,area: EEPROM
26591,area: Boards
26591,area: Devicetree
26591,platform: STM32
26592,area: PWM
26592,area: Boards
26592,area: Documentation
26592,area: Devicetree
26592,platform: Microchip SAM
26593,area: Networking
26593,area: Tests
26594,area: mcumgr
26594,Trivial
26597,area: ARM
26597,area: Devicetree
26597,area: Devicetree Binding
26601,area: Flashing
26601,platform: nRF
26603,area: Sanitycheck
26604,area: Sanitycheck
26605,area: Modem
26608,platform: nRF
26608,area: Modules
26609,area: Drivers
26609,area: Boards
26609,area: Samples
26609,area: Flash
26609,area: Devicetree
26609,platform: NXP
26609,area: Modules
26609,area: Devicetree Binding
26610,area: Boards
26610,area: Devicetree
26610,platform: NXP
26610,area: API
26610,area: Devicetree Binding
26611,area: Devicetree
26611,area: Modules
26611,area: Devicetree Binding
26612,area: USB
26612,platform: STM32
26612,platform: NXP
26612,area: native port
26612,area: API
26612,has-conflicts
26614,area: Boards
26614,Hotfix
26615,area: ARM
26615,area: API
26615,Stale
26616,area: SPI
26616,area: Kernel
26616,area: I2C
26616,area: Boards
26616,area: Documentation
26616,area: Samples
26616,area: Device Management
26616,area: Devicetree
26616,area: Timer
26616,area: Tests
26616,area: API
26616,area: Devicetree Binding
26616,Stale
26620,area: Tests
26620,Hotfix
26622,area: Tests
26623,area: Boards
26629,area: Boards
26629,area: Devicetree
26629,platform: NXP
26629,area: Tests
26629,area: Modules
26629,area: Devicetree Binding
26630,area: Samples
26631,area: Documentation
26632,area: Drivers
26632,area: ARM
26632,area: Timer
26633,area: Networking
26633,area: Modules
26635,area: Kernel
26635,area: Tests
26635,Trivial
26636,area: Boards
26636,area: Documentation
26636,area: Devicetree
26636,Release Notes
26636,area: Devicetree Binding
26638,area: API
26638,Trivial
26639,bug
26639,area: Networking
26640,area: Tests
26641,Enhancement
26641,area: Samples
26641,area: Flash
26642,area: Samples
26642,Stale
26644,bug
26644,area: Networking
26644,area: API
26645,area: PWM
26645,area: Boards
26645,area: Documentation
26645,area: Devicetree
26645,platform: Microchip SAM
26646,area: Kernel
26646,area: Boards
26646,area: ARC
26646,area: QEMU
26646,area: Tests
26646,platform: Synopsys
26649,area: Boards
26649,area: Documentation
26649,area: Samples
26649,area: Devicetree
26649,platform: Microchip SAM
26649,area: Devicetree Binding
26649,area: DAC
26650,area: Networking
26650,area: Boards
26650,area: Devicetree
26652,area: ARM
26652,area: Boards
26652,area: Architectures
26652,Trivial
26653,bug
26653,area: SPI
26653,area: LoRa
26654,area: Samples
26654,area: Tests
26654,area: native port
26654,area: Display
26654,block: HW Test
26654,area: Modules
26655,area: Networking
26655,area: Boards
26655,area: Documentation
26655,area: Samples
26655,area: Devicetree
26655,area: Shields
26655,Release Notes
26655,area: Devicetree Binding
26655,area: IEEE 802.15.4
26657,bug
26657,area: Drivers
26657,area: USB
26657,platform: Microchip SAM
26657,Stale
26660,platform: STM32
26661,bug
26661,area: Drivers
26661,area: Display
26666,area: Documentation
26666,Trivial
26667,area: Tests
26667,Trivial
26668,area: Bluetooth
26668,area: Bluetooth Mesh
26670,bug
26670,area: Drivers
26670,area: Boards
26670,area: Devicetree
26670,area: Shields
26672,bug
26673,area: Bluetooth
26673,area: API
26673,area: Bluetooth Host
26674,area: Sanitycheck
26677,area: Kernel
26677,area: ARM
26677,area: Tests
26677,area: API
26678,Trivial
26680,area: PWM
26680,platform: STM32
26681,area: Kernel
26681,area: ARM
26681,area: Tests
26681,area: API
26681,Stale
26684,area: Networking
26684,area: Boards
26684,area: Documentation
26684,area: Samples
26684,area: Devicetree
26684,platform: STM32
26684,area: Shields
26687,area: Kernel
26687,area: X86
26687,area: Tests
26688,area: ARC
26690,area: Build System
26690,area: Boards
26691,area: Tests
26692,area: Bluetooth
26692,area: Boards
26692,area: Documentation
26692,area: Samples
26692,area: Tests
26692,area: API
26692,DNM
26692,Stale
26693,area: Shell
26694,area: Networking
26694,area: API
26697,bug
26697,area: Bluetooth
26697,area: Bluetooth Mesh
26698,area: Boards
26698,area: Documentation
26698,area: Samples
26698,area: Devicetree
26698,platform: nRF
26698,Release Notes
26699,area: USB
26699,area: Samples
26699,area: Logging
26699,Trivial
26703,area: Bluetooth
26703,area: Shell
26703,Trivial
26704,platform: nRF
26706,platform: STM32
26706,area: Sanitycheck
26707,area: Documentation
26707,area: Watchdog
26707,area: API
26707,Release Notes
26707,Stable API Change
26709,area: Boards
26709,area: Samples
26709,area: Devicetree
26709,platform: STM32
26709,DNM
26709,Stale
26710,area: Samples
26710,DNM
26710,Stale
26711,area: Boards
26711,area: Documentation
26711,platform: NXP
26712,area: Networking
26712,area: WiFi
26714,priority: high
26714,Hotfix
26715,area: Networking
26715,area: Build System
26715,area: Documentation
26715,area: Kconfig
26716,area: Boards
26718,area: Boards
26718,area: Devicetree
26718,area: IEEE 802.15.4
26719,area: Networking
26719,area: Boards
26719,area: Documentation
26719,area: Samples
26721,area: ARM
26721,area: Boards
26721,area: X86
26721,area: Devicetree
26724,area: X86
26724,Stale
26726,area: Boards
26726,area: Documentation
26726,platform: STM32
26727,area: Bluetooth
26727,area: Documentation
26727,area: Samples
26727,area: Tests
26727,area: API
26730,area: Boards
26730,area: Documentation
26730,area: Samples
26730,area: Devicetree
26730,area: Devicetree Binding
26733,area: Bluetooth
26733,area: Networking
26733,area: USB
26733,area: Samples
26733,area: Tests
26733,area: API
26733,Stable API Change
26734,area: Networking
26734,area: Documentation
26734,area: Samples
26735,area: Bluetooth
26736,area: SPI
26736,area: API
26739,platform: STM32
26741,area: Boards
26741,area: Documentation
26741,area: Samples
26741,area: Shields
26741,Stale
26742,area: Tests
26744,area: Build System
26745,Trivial
26747,bug
26747,area: USB
26749,area: Sanitycheck
26749,Hotfix
26750,area: Kernel
26750,area: ARM
26750,area: Boards
26750,area: Documentation
26750,area: X86
26750,area: Devicetree
26750,platform: STM32
26750,platform: NXP
26750,area: API
26751,area: Build System
26751,Stale
26753,area: Tests
26754,area: Bluetooth
26755,area: Documentation
26755,area: Samples
26755,area: RISCV
26755,area: API
26756,area: Networking
26757,area: Boards
26757,area: Documentation
26757,area: Samples
26761,bug
26761,area: I2C
26761,platform: NXP
26762,area: Bluetooth
26763,area: Networking
26765,area: Boards
26765,area: Documentation
26765,platform: STM32
26767,area: Bluetooth
26770,platform: STM32
26771,area: USB
26771,area: Samples
26771,area: Devicetree
26771,area: API
26771,area: Devicetree Binding
26771,Stale
26772,area: Drivers
26772,area: Flash
26772,platform: nRF
26772,area: Tests
26772,area: QSPI
26773,area: Documentation
26775,area: Sanitycheck
26776,area: Boards
26776,area: Devicetree
26776,Hotfix
26777,area: Documentation
26778,area: Documentation
26779,area: Boards
26779,area: Documentation
26779,area: Devicetree
26779,platform: NXP
26779,area: Modules
26779,area: Devicetree Binding
26780,area: Documentation
26780,area: Samples
26780,area: IPC
26780,platform: STM32
26780,platform: NXP
26780,area: Tests
26780,area: API
26780,Stable API Change
26781,area: Documentation
26781,area: DMA
26781,platform: STM32
26781,platform: NXP
26781,area: Tests
26781,area: API
26781,Stable API Change
26783,bug
26783,priority: high
26783,Hotfix
26784,area: Modules
26785,area: Boards
26785,area: Documentation
26785,area: Devicetree
26785,platform: NXP
26785,area: Modules
26786,area: LoRa
26787,bug
26787,priority: high
26787,area: Build System
26789,area: Tests
26789,area: Storage
26789,area: native port
26789,area: API
26789,Release Notes
26790,area: Tests
26792,platform: Broadcom
26797,area: ARM
26797,area: X86
26797,area: ARC
26797,area: NIOS2
26797,area: Xtensa
26797,area: Tests
26797,area: native port
26797,area: API
26798,area: Networking
26798,area: Samples
26800,bug
26800,area: ARM
26800,RFC
26802,area: Bluetooth
26802,area: Bluetooth Mesh
26806,area: Kernel
26806,platform: NXP
26806,area: Tests
26808,platform: NXP
26808,area: Tests
26810,area: Boards
26810,area: Documentation
26810,area: Devicetree
26810,platform: STM32
26810,area: Tests
26810,Release Notes
26811,area: Boards
26811,area: Devicetree
26811,platform: STM32
26813,area: Boards
26813,area: DMA
26813,area: Devicetree
26813,platform: NXP
26815,area: Networking
26815,area: API
26816,area: Boards
26816,area: Documentation
26816,area: Devicetree
26816,platform: Microchip SAM
26816,Release Notes
26817,area: Networking
26817,area: Boards
26817,area: Documentation
26817,area: Samples
26817,area: Shields
26821,area: SPI
26821,area: UART
26821,area: Boards
26821,area: Documentation
26821,area: Devicetree
26821,platform: Microchip SAM
26821,Release Notes
26821,area: Devicetree Binding
26822,area: Display
26822,Trivial
26823,area: Boards
26823,area: Documentation
26824,area: Bluetooth
26825,area: Bluetooth
26827,area: Display
26831,area: Tests
26831,Trivial
26834,area: Documentation
26834,Trivial
26835,area: Bluetooth
26836,area: Boards
26836,area: Documentation
26836,area: ARC
26836,area: Devicetree
26836,area: API
26837,area: Bluetooth
26839,area: Documentation
26840,area: Documentation
26841,area: Bluetooth
26842,area: Bluetooth
26843,area: Bluetooth
26844,area: Bluetooth
26845,area: Bluetooth
26845,area: Tests
26846,area: Bluetooth
26850,area: Build System
26851,area: Bluetooth
26851,area: Documentation
26851,area: API
26851,area: Bluetooth Mesh
26852,area: Bluetooth
26853,bug
26853,area: USB
26853,area: Devicetree
26853,Trivial
26853,area: Devicetree Binding
26854,area: USB
26854,area: API
26855,area: Networking
26855,area: Modules
26856,area: Bluetooth
26856,area: Documentation
26856,area: Tests
26858,area: Bluetooth
26858,RFC
26858,area: Tests
26858,DNM
26859,Trivial
26860,area: Modules
26861,area: Bluetooth
26863,area: X86
26864,bug
26864,area: ARM
26864,area: Tests
26864,Code Coverage
26867,area: Boards
26869,area: Boards
26870,area: Boards
26870,area: X86
26870,area: API
26871,area: Boards
26871,area: Devicetree
26871,platform: NXP
26872,area: Bluetooth
26875,area: UART
26875,area: API
26876,area: Bluetooth
26876,area: API
26877,area: Boards
26877,area: Devicetree
26877,platform: STM32
26877,area: Devicetree Binding
26878,area: Bluetooth
26878,area: Tests
26879,area: Boards
26879,area: Documentation
26879,area: Devicetree
26881,area: Build System
26881,area: Boards
26881,Stale
26882,area: Networking
26882,area: LWM2M
26883,area: Kernel
26883,area: Tests
26884,area: Networking
26884,Trivial
26885,bug
26885,area: Test Framework
26885,Stale
26886,DNM
26886,area: Modules
26888,area: Boards
26888,area: ARC
26888,area: Devicetree
26890,area: Bluetooth
26890,area: Documentation
26890,Trivial
26891,area: ARC
26893,area: Flash
26893,platform: STM32
26894,area: Bluetooth
26894,area: API
26895,area: Bluetooth
26895,area: Tests
26897,area: Bluetooth
26897,area: Boards
26897,area: Documentation
26897,area: Devicetree
26897,platform: nRF
26897,Release Notes
26897,area: Modules
26898,area: Networking
26898,area: OpenThread
26901,area: Boards
26901,area: Sensors
26901,area: Documentation
26901,area: Devicetree
26902,area: Boards
26902,area: Devicetree
26902,area: Devicetree Binding
26903,area: Bluetooth
26904,area: Sensors
26904,area: Devicetree
26904,area: Tests
26905,area: Networking
26907,area: Networking
26907,area: WiFi
26907,area: Modules
26907,manifest
26907,west
26907,manifest-hal_atmel
26908,Stale
26909,area: Kernel
26909,area: Boards
26909,area: Documentation
26909,area: Samples
26909,area: Tests
26911,area: Sanitycheck
26913,area: Networking
26913,area: Samples
26915,area: Documentation
26915,area: Samples
26916,area: Documentation
26916,area: Samples
26917,bug
26917,area: ARM
26917,area: Memory Protection
26917,platform: NXP
26918,area: Bluetooth
26918,area: Tests
26920,area: Networking
26921,area: Documentation
26921,area: Samples
26922,area: Documentation
26922,area: Samples
26925,bug
26925,area: Bluetooth
26925,area: Bluetooth Mesh
26926,area: Bluetooth
26927,area: Bluetooth
26928,area: Documentation
26928,area: Samples
26929,platform: STM32
26930,area: Documentation
26930,area: Samples
26930,Stale
26931,area: API
26933,area: Bluetooth
26934,area: Tests
26936,area: Documentation
26940,area: API
26940,area: mcumgr
26942,area: C Library
26942,area: API
26943,Hotfix
26944,area: Build System
26944,area: MISRA-C
26945,area: Devicetree
26945,area: API
26945,area: Devicetree Binding
26946,area: Samples
26946,area: Tests
26950,area: X86
26951,area: C Library
26955,area: Devicetree
26955,area: API
26955,area: Devicetree Binding
26958,area: API
26958,Trivial
26959,area: Documentation
26959,area: Samples
26959,Stale
26960,area: Networking
26960,area: Boards
26960,area: Documentation
26960,area: Samples
26960,area: Devicetree
26960,area: Tests
26960,Release Notes
26962,area: Kernel
26962,area: Tests
26963,area: Tests
26964,area: Tests
26965,area: Boards
26965,area: Documentation
26965,area: Samples
26965,area: Devicetree
26965,platform: STM32
26965,area: API
26965,dev-review
26967,area: Networking
26968,area: Devicetree
26968,area: API
26968,area: Devicetree Binding
26969,area: Devicetree
26969,area: API
26969,area: Devicetree Binding
26971,area: Samples
26971,area: Devicetree
26971,area: Devicetree Binding
26972,area: API
26972,area: Settings
26973,bug
26974,area: Devicetree
26974,area: API
26974,area: Devicetree Binding
26976,area: Boards
26976,area: Samples
26976,area: Devicetree
26976,area: Tests
26976,area: native port
26977,area: Networking
26979,area: Networking
26980,platform: STM32
26982,area: Documentation
26982,area: Samples
26982,area: Tests
26982,area: native port
26982,area: Display
26982,area: Modules
27001,area: Boards
27001,area: X86
27001,area: Devicetree
27001,area: API
27005,bug
27005,area: Shell
27005,area: API
27005,area: mcumgr
27007,area: Networking
27008,area: Toolchains
27008,area: ARC
27009,area: Documentation
27011,area: Modules
27012,area: Modules
27013,area: ADC
27013,area: Boards
27013,area: Documentation
27013,area: Devicetree
27013,platform: STM32
27013,area: Tests
27014,area: Documentation
27014,area: Samples
27014,area: SMP
27016,area: Boards
27016,area: Documentation
27016,area: Devicetree
27016,platform: STM32
27016,area: Tests
27017,area: Boards
27017,area: Documentation
27017,area: Devicetree
27017,platform: STM32
27017,area: Tests
27019,area: Boards
27019,area: Samples
27019,area: Devicetree
27019,area: Tests
27019,area: native port
27022,area: Modules
27023,area: Shell
27023,area: API
27024,area: Networking
27024,area: Modules
27025,bug
27025,area: USB
27026,area: Boards
27026,area: Devicetree
27026,platform: STM32
27029,area: I2C
27029,area: API
27030,bug
27030,priority: low
27030,area: Samples
27034,area: Samples
27035,area: Documentation
27038,area: Bluetooth
27038,DNM
27038,area: Bluetooth Controller
27038,Inclusive Language
27039,bug
27039,area: ARM
27039,area: Architectures
27040,area: Tests
27040,area: native port
27041,area: Networking
27041,area: API
27042,area: Boards
27042,area: Documentation
27042,area: Devicetree
27042,platform: SiLabs
27042,Release Notes
27042,area: Devicetree Binding
27043,bug
27043,area: Kernel
27043,area: Tests
27043,Trivial
27045,area: Networking
27045,area: USB
27045,area: Samples
27045,platform: STM32
27045,platform: NXP
27045,area: native port
27045,area: API
27045,DNM
27045,Stale
27046,area: Networking
27049,area: Boards
27049,area: Devicetree
27049,platform: STM32
27050,area: Modules
27052,area: Bluetooth
27053,bug
27053,area: Boards
27053,platform: nRF
27054,bug
27054,area: Networking
27054,area: Tests
27054,area: API
27054,area: POSIX
27054,area: Sockets
27054,area: Base OS
27058,Stale
27059,Hotfix
27060,area: Sanitycheck
27061,area: Boards
27061,area: Documentation
27061,platform: Microchip SAM
27062,area: Boards
27062,area: Documentation
27062,Stale
27063,area: Boards
27063,area: Documentation
27063,area: Samples
27063,area: RISCV
27063,area: Memory Protection
27063,area: API
27063,area: Userspace
27064,area: Sensors
27065,bug
27065,platform: nRF
27065,area: Tests
27066,area: Boards
27066,area: Devicetree
27067,area: Documentation
27069,bug
27069,area: Bluetooth
27069,platform: nRF
27069,Regression
27072,area: Documentation
27072,Stale
27075,bug
27075,Trivial
27076,area: Samples
27076,area: Devicetree
27076,area: Tests
27076,area: API
27077,area: Samples
27082,area: Test Framework
27082,area: Boards
27082,area: ARC
27082,area: Devicetree
27082,area: Twister
27083,area: Build System
27083,area: Documentation
27083,Stale
27084,area: Kernel
27084,area: Boards
27084,area: Documentation
27084,area: Devicetree
27084,platform: STM32
27084,area: Tests
27085,area: Drivers
27085,area: Boards
27085,area: Documentation
27085,area: Devicetree
27085,area: Display
27085,area: Shields
27085,area: Devicetree Binding
27086,area: Networking
27086,area: Boards
27086,area: Documentation
27086,area: Samples
27086,area: Devicetree
27086,platform: NXP
27086,area: Shields
27087,area: Drivers
27087,area: Boards
27087,area: Display
27087,area: Shields
27088,area: Bluetooth
27088,area: Documentation
27088,area: Samples
27088,area: API
27089,bug
27089,priority: low
27089,area: Shell
27091,area: Networking
27091,area: Samples
27092,area: Bluetooth
27094,area: ARC
27094,area: API
27096,area: Boards
27096,area: Devicetree
27096,platform: NXP
27097,area: Devicetree
27098,area: ARM
27098,area: ARC
27098,area: API
27099,area: Samples
27100,area: Sanitycheck
27100,Trivial
27101,area: USB
27101,area: API
27102,area: ARM
27102,area: X86
27102,area: Coding Guidelines
27103,bug
27103,priority: low
27103,area: Documentation
27104,area: Documentation
27105,area: Samples
27105,Trivial
27109,area: GPIO
27109,platform: STM32
27109,area: Tests
27111,area: Boards
27111,area: Documentation
27111,area: Devicetree
27111,platform: STM32
27113,area: API
27113,area: mcumgr
27114,area: Boards
27114,area: Documentation
27114,area: Devicetree
27114,platform: STM32
27115,area: Boards
27115,area: Documentation
27115,area: Devicetree
27115,platform: STM32
27116,DNM
27116,area: Modules
27117,area: Documentation
27119,bug
27119,priority: low
27119,area: USB
27119,area: Samples
27121,area: Boards
27121,area: Documentation
27121,area: Counter
27121,area: Devicetree
27121,platform: STM32
27123,area: Boards
27124,area: Networking
27124,area: API
27124,area: Modules
27125,area: Networking
27126,area: Samples
27127,area: Bluetooth
27127,area: API
27127,Trivial
27128,area: Bluetooth
27131,area: Documentation
27132,area: Networking
27132,area: Test Framework
27132,area: C Library
27132,area: X86
27133,area: native port
27133,area: Coding Guidelines
27134,area: Networking
27134,area: Samples
27136,bug
27136,area: Samples
27136,platform: nRF
27136,Stale
27137,area: Documentation
27152,area: Boards
27152,area: Documentation
27152,area: Shields
27152,Trivial
27153,Stale
27155,area: API
27155,area: Settings
27156,area: Documentation
27156,area: Settings
27157,area: ARM
27157,area: ARC
27157,area: Kconfig
27158,area: Boards
27158,area: Documentation
27158,area: Devicetree
27158,area: Tests
27159,area: Settings
27163,area: Networking
27165,area: Networking
27168,area: Boards
27168,area: Documentation
27168,platform: STM32
27169,bug
27169,area: Bluetooth
27170,area: Documentation
27170,area: Tests
27170,area: API
27171,area: Networking
